Data download from AQ England website,,,,,,,,,,,,,
Status: P - Provisional data, P* - Ratified by Data Provider, R - Ratified Data,V - Validated,A - As supplied,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Hourly Data,Hourly Data,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre,Hammersmith Town Centre
End Date,End Time,PM10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,O3,Status/units,PM25,Status/units
19/05/2020,14:00:00,9.2,R ugm-3 (Ref.eq),5.61607,R ugm-3,14.96642,R ugm-3,23.5776,R ugm-3,82.97622,R ugm-3,3,R ugm-3 (BAM)
19/05/2020,15:00:00,11.7,R ugm-3 (Ref.eq),9.90812,R ugm-3,26.15167,R ugm-3,41.34391,R ugm-3,82.24779,R ugm-3,7,R ugm-3 (BAM)
19/05/2020,16:00:00,17.5,R ugm-3 (Ref.eq),19.80369,R ugm-3,30.66282,R ugm-3,61.02805,R ugm-3,82.9862,R ugm-3,13,R ugm-3 (BAM)
19/05/2020,17:00:00,12.5,R ugm-3 (Ref.eq),11.88159,R ugm-3,26.76863,R ugm-3,44.9868,R ugm-3,80.04753,R ugm-3,9,R ugm-3 (BAM)
19/05/2020,18:00:00,13.3,R ugm-3 (Ref.eq),2.88333,R ugm-3,17.14718,R ugm-3,21.56822,R ugm-3,82.20288,R ugm-3,12,R ugm-3 (BAM)
19/05/2020,19:00:00,10,R ugm-3 (Ref.eq),6.40043,R ugm-3,62.19105,R ugm-3,72.00491,R ugm-3,81.66404,R ugm-3,11,R ugm-3 (BAM)
19/05/2020,20:00:00,11.7,R ugm-3 (Ref.eq),3.42298,R ugm-3,27.88928,R ugm-3,33.13777,R ugm-3,67.51453,R ugm-3,6,R ugm-3 (BAM)
19/05/2020,21:00:00,17.5,R ugm-3 (Ref.eq),5.03877,R ugm-3,28.81372,R ugm-3,36.53973,R ugm-3,58.20958,R ugm-3,10,R ugm-3 (BAM)
19/05/2020,22:00:00,15,R ugm-3 (Ref.eq),2.90843,R ugm-3,22.65494,R ugm-3,27.11447,R ugm-3,66.28718,R ugm-3,10,R ugm-3 (BAM)
19/05/2020,23:00:00,20,R ugm-3 (Ref.eq),12.69419,R ugm-3,27.07425,R ugm-3,46.5384,R ugm-3,47.65233,R ugm-3,12,R ugm-3 (BAM)
19/05/2020,24:00:00,10,R ugm-3 (Ref.eq),18.88755,R ugm-3,44.09968,R ugm-3,73.06019,R ugm-3,49.39358,R ugm-3,11,R ugm-3 (BAM)
20/05/2020,01:00:00,14.2,R ugm-3 (Ref.eq),2.13252,R ugm-3,24.49249,R ugm-3,27.7623,R ugm-3,45.10947,R ugm-3,10,R ugm-3 (BAM)
20/05/2020,02:00:00,9.2,R ugm-3 (Ref.eq),0.65012,R ugm-3,15.16648,R ugm-3,16.16331,R ugm-3,46.51977,R ugm-3,11,R ugm-3 (BAM)
20/05/2020,03:00:00,13.3,R ugm-3 (Ref.eq),3.14381,R ugm-3,20.5632,R ugm-3,25.38364,R ugm-3,40.53766,R ugm-3,12,R ugm-3 (BAM)
20/05/2020,04:00:00,15.8,R ugm-3 (Ref.eq),4.0546,R ugm-3,19.23904,R ugm-3,25.45601,R ugm-3,33.30823,R ugm-3,13,R ugm-3 (BAM)
20/05/2020,05:00:00,17.5,R ugm-3 (Ref.eq),23.05251,R ugm-3,27.11124,R ugm-3,62.45793,R ugm-3,22.80586,R ugm-3,10,R ugm-3 (BAM)
20/05/2020,06:00:00,22.5,R ugm-3 (Ref.eq),69.44962,R ugm-3,49.40841,R ugm-3,155.89635,R ugm-3,13.65558,R ugm-3,15,R ugm-3 (BAM)
20/05/2020,07:00:00,24.2,R ugm-3 (Ref.eq),69.25804,R ugm-3,54.24719,R ugm-3,160.44137,R ugm-3,10.96637,R ugm-3,15,R ugm-3 (BAM)
20/05/2020,08:00:00,20.8,R ugm-3 (Ref.eq),61.01378,R ugm-3,52.60178,R ugm-3,146.15494,R ugm-3,23.33971,R ugm-3,16,R ugm-3 (BAM)
20/05/2020,09:00:00,15,R ugm-3 (Ref.eq),44.79223,R ugm-3,49.88106,R ugm-3,118.56151,R ugm-3,41.50058,R ugm-3,9,R ugm-3 (BAM)
20/05/2020,10:00:00,17.5,R ugm-3 (Ref.eq),56.58544,R ugm-3,62.05031,R ugm-3,148.81344,R ugm-3,43.95529,R ugm-3,9,R ugm-3 (BAM)
20/05/2020,11:00:00,14.2,R ugm-3 (Ref.eq),9.69211,R ugm-3,29.33478,R ugm-3,44.1958,R ugm-3,67.09543,R ugm-3,10,R ugm-3 (BAM)
20/05/2020,12:00:00,15,R ugm-3 (Ref.eq),16.17759,R ugm-3,37.20876,R ugm-3,62.01404,R ugm-3,70.7326,R ugm-3,7,R ugm-3 (BAM)
20/05/2020,13:00:00,14.2,R ugm-3 (Ref.eq),17.6223,R ugm-3,37.19371,R ugm-3,64.21418,R ugm-3,76.76959,R ugm-3,8,R ugm-3 (BAM)
20/05/2020,14:00:00,10.8,R ugm-3 (Ref.eq),41.70495,R ugm-3,37.01369,R ugm-3,100.96039,R ugm-3,56.54317,R ugm-3,10,R ugm-3 (BAM)
20/05/2020,15:00:00,12.5,R ugm-3 (Ref.eq),35.60891,R ugm-3,50.36064,R ugm-3,104.9602,R ugm-3,61.48253,R ugm-3,11,R ugm-3 (BAM)
20/05/2020,16:00:00,10,R ugm-3 (Ref.eq),25.87912,R ugm-3,36.31093,R ugm-3,75.99169,R ugm-3,61.37775,R ugm-3,7,R ugm-3 (BAM)
20/05/2020,17:00:00,8.3,R ugm-3 (Ref.eq),30.33887,R ugm-3,58.98164,R ugm-3,105.50059,R ugm-3,56.68287,R ugm-3,4,R ugm-3 (BAM)
20/05/2020,18:00:00,10.8,R ugm-3 (Ref.eq),11.70213,R ugm-3,30.59516,R ugm-3,48.53818,R ugm-3,67.17027,R ugm-3,8,R ugm-3 (BAM)
20/05/2020,19:00:00,15,R ugm-3 (Ref.eq),8.22227,R ugm-3,29.41248,R ugm-3,42.01979,R ugm-3,70.70266,R ugm-3,7,R ugm-3 (BAM)
20/05/2020,20:00:00,15,R ugm-3 (Ref.eq),41.4694,R ugm-3,52.01352,R ugm-3,115.59904,R ugm-3,49.08923,R ugm-3,6,R ugm-3 (BAM)
20/05/2020,21:00:00,16.7,R ugm-3 (Ref.eq),40.12833,R ugm-3,61.54351,R ugm-3,123.07276,R ugm-3,38.86626,R ugm-3,6,R ugm-3 (BAM)
20/05/2020,22:00:00,21.7,R ugm-3 (Ref.eq),42.35507,R ugm-3,64.9902,R ugm-3,129.93373,R ugm-3,23.61911,R ugm-3,6,R ugm-3 (BAM)
20/05/2020,23:00:00,42.5,R ugm-3 (Ref.eq),19.75795,R ugm-3,33.4366,R ugm-3,63.7317,R ugm-3,38.77146,R ugm-3,16,R ugm-3 (BAM)
20/05/2020,24:00:00,17.5,R ugm-3 (Ref.eq),27.2139,R ugm-3,41.3086,R ugm-3,83.036,R ugm-3,25.76449,R ugm-3,17,R ugm-3 (BAM)
21/05/2020,01:00:00,13.3,R ugm-3 (Ref.eq),14.60014,R ugm-3,39.15682,R ugm-3,61.54339,R ugm-3,24.98616,R ugm-3,11,R ugm-3 (BAM)
21/05/2020,02:00:00,13.3,R ugm-3 (Ref.eq),2.69535,R ugm-3,45.46649,R ugm-3,49.5993,R ugm-3,35.03119,R ugm-3,15,R ugm-3 (BAM)
21/05/2020,03:00:00,11.7,R ugm-3 (Ref.eq),4.59634,R ugm-3,22.98733,R ugm-3,30.03495,R ugm-3,33.59761,R ugm-3,13,R ugm-3 (BAM)
21/05/2020,04:00:00,14.2,R ugm-3 (Ref.eq),23.30867,R ugm-3,51.05609,R ugm-3,86.79555,R ugm-3,17.38255,R ugm-3,11,R ugm-3 (BAM)
21/05/2020,05:00:00,16.7,R ugm-3 (Ref.eq),39.51847,R ugm-3,60.42492,R ugm-3,121.01907,R ugm-3,4.12611,R ugm-3,12,R ugm-3 (BAM)
21/05/2020,06:00:00,23.3,R ugm-3 (Ref.eq),59.26828,R ugm-3,68.86841,R ugm-3,159.74517,R ugm-3,9.78891,R ugm-3,14,R ugm-3 (BAM)
21/05/2020,07:00:00,24.2,R ugm-3 (Ref.eq),91.25193,R ugm-3,68.25122,R ugm-3,208.1689,R ugm-3,12.44319,R ugm-3,18,R ugm-3 (BAM)
21/05/2020,08:00:00,31.7,R ugm-3 (Ref.eq),85.83714,R ugm-3,81.21902,R ugm-3,212.83413,R ugm-3,25.45515,R ugm-3,20,R ugm-3 (BAM)
21/05/2020,09:00:00,21.7,R ugm-3 (Ref.eq),13.04393,R ugm-3,34.47991,R ugm-3,54.48032,R ugm-3,58.98291,R ugm-3,14,R ugm-3 (BAM)
21/05/2020,10:00:00,22.5,R ugm-3 (Ref.eq),8.31869,R ugm-3,30.29963,R ugm-3,43.05477,R ugm-3,63.36846,R ugm-3,12,R ugm-3 (BAM)
21/05/2020,11:00:00,50,R ugm-3 (Ref.eq),13.86762,R ugm-3,28.89793,R ugm-3,50.16132,R ugm-3,77.68761,R ugm-3,13,R ugm-3 (BAM)
21/05/2020,12:00:00,13.3,R ugm-3 (Ref.eq),3.8481,R ugm-3,11.6897,R ugm-3,17.59004,R ugm-3,87.22706,R ugm-3,8,R ugm-3 (BAM)
21/05/2020,13:00:00,14.2,R ugm-3 (Ref.eq),4.6435,R ugm-3,19.22889,R ugm-3,26.34882,R ugm-3,98.31816,R ugm-3,8,R ugm-3 (BAM)
21/05/2020,14:00:00,15,R ugm-3 (Ref.eq),10.8495,R ugm-3,29.57864,R ugm-3,46.21431,R ugm-3,100.04943,R ugm-3,8,R ugm-3 (BAM)
21/05/2020,15:00:00,14.2,R ugm-3 (Ref.eq),18.02382,R ugm-3,46.9319,R ugm-3,74.56804,R ugm-3,113.13124,R ugm-3,11,R ugm-3 (BAM)
21/05/2020,16:00:00,17.5,R ugm-3 (Ref.eq),37.26432,R ugm-3,66.28714,R ugm-3,123.42496,R ugm-3,97.46999,R ugm-3,10,R ugm-3 (BAM)
21/05/2020,17:00:00,17.5,R ugm-3 (Ref.eq),39.18522,R ugm-3,82.59855,R ugm-3,142.68172,R ugm-3,83.50508,R ugm-3,11,R ugm-3 (BAM)
21/05/2020,18:00:00,14.2,R ugm-3 (Ref.eq),18.91982,R ugm-3,50.97371,R ugm-3,79.9837,R ugm-3,82.94129,R ugm-3,13,R ugm-3 (BAM)
21/05/2020,19:00:00,15.8,R ugm-3 (Ref.eq),15.71307,R ugm-3,39.4311,R ugm-3,63.52414,R ugm-3,81.88357,R ugm-3,10,R ugm-3 (BAM)
21/05/2020,20:00:00,20,R ugm-3 (Ref.eq),19.27822,R ugm-3,50.53045,R ugm-3,80.08998,R ugm-3,89.91127,R ugm-3,6,R ugm-3 (BAM)
21/05/2020,21:00:00,14.2,R ugm-3 (Ref.eq),10.20501,R ugm-3,37.91495,R ugm-3,53.56241,R ugm-3,72.88795,R ugm-3,11,R ugm-3 (BAM)
21/05/2020,22:00:00,11.7,R ugm-3 (Ref.eq),14.1097,R ugm-3,38.99896,R ugm-3,60.63353,R ugm-3,78.62559,R ugm-3,9,R ugm-3 (BAM)
21/05/2020,23:00:00,13.3,R ugm-3 (Ref.eq),17.54909,R ugm-3,39.18122,R ugm-3,66.08945,R ugm-3,73.10249,R ugm-3,8,R ugm-3 (BAM)
21/05/2020,24:00:00,13.3,R ugm-3 (Ref.eq),15.26036,R ugm-3,42.85483,R ugm-3,66.25371,R ugm-3,64.07195,R ugm-3,8,R ugm-3 (BAM)
22/05/2020,01:00:00,5.8,R ugm-3 (Ref.eq),7.60333,R ugm-3,8.95843,R ugm-3,20.61671,R ugm-3,107.40192,R ugm-3,9,R ugm-3 (BAM)
22/05/2020,02:00:00,11.7,R ugm-3 (Ref.eq),2.81034,R ugm-3,12.34097,R ugm-3,16.6501,R ugm-3,105.23326,R ugm-3,8,R ugm-3 (BAM)
22/05/2020,03:00:00,15,R ugm-3 (Ref.eq),0.67977,R ugm-3,9.44504,R ugm-3,10.48734,R ugm-3,92.00177,R ugm-3,7,R ugm-3 (BAM)
22/05/2020,04:00:00,11.7,R ugm-3 (Ref.eq),0.4343,R ugm-3,12.32716,R ugm-3,12.99307,R ugm-3,80.40675,R ugm-3,8,R ugm-3 (BAM)
22/05/2020,05:00:00,18.3,R ugm-3 (Ref.eq),1.71516,R ugm-3,16.52113,R ugm-3,19.151,R ugm-3,80.50155,R ugm-3,13,R ugm-3 (BAM)
22/05/2020,06:00:00,23.3,R ugm-3 (Ref.eq),3.79537,R ugm-3,15.69213,R ugm-3,21.51161,R ugm-3,72.69836,R ugm-3,10,R ugm-3 (BAM)
22/05/2020,07:00:00,15,R ugm-3 (Ref.eq),23.5653,R ugm-3,33.08443,R ugm-3,69.21738,R ugm-3,56.71779,R ugm-3,11,R ugm-3 (BAM)
22/05/2020,08:00:00,21.7,R ugm-3 (Ref.eq),6.22806,R ugm-3,25.17764,R ugm-3,34.72721,R ugm-3,65.79324,R ugm-3,7,R ugm-3 (BAM)
22/05/2020,09:00:00,20,R ugm-3 (Ref.eq),5.43185,R ugm-3,10.89,R ugm-3,19.21872,R ugm-3,61.69208,R ugm-3,7,R ugm-3 (BAM)
22/05/2020,10:00:00,23.3,R ugm-3 (Ref.eq),5.38779,R ugm-3,8.52438,R ugm-3,16.78554,R ugm-3,65.47393,R ugm-3,8,R ugm-3 (BAM)
22/05/2020,11:00:00,22.5,R ugm-3 (Ref.eq),5.756,R ugm-3,8.1291,R ugm-3,16.95485,R ugm-3,71.012,R ugm-3,7,R ugm-3 (BAM)
22/05/2020,12:00:00,31.7,R ugm-3 (Ref.eq),4.58214,R ugm-3,7.03627,R ugm-3,14.06212,R ugm-3,77.95204,R ugm-3,10,R ugm-3 (BAM)
22/05/2020,13:00:00,52.5,R ugm-3 (Ref.eq),5.15491,R ugm-3,10.05209,R ugm-3,17.95618,R ugm-3,79.25424,R ugm-3,9,R ugm-3 (BAM)
22/05/2020,14:00:00,42.5,R ugm-3 (Ref.eq),4.91888,R ugm-3,9.54328,R ugm-3,17.08546,R ugm-3,83.49011,R ugm-3,9,R ugm-3 (BAM)
22/05/2020,15:00:00,38.3,R ugm-3 (Ref.eq),3.57822,R ugm-3,9.80427,R ugm-3,15.29081,R ugm-3,84.2385,R ugm-3,13,R ugm-3 (BAM)
22/05/2020,16:00:00,31.7,R ugm-3 (Ref.eq),6.48297,R ugm-3,15.45557,R ugm-3,25.39599,R ugm-3,82.9862,R ugm-3,15,R ugm-3 (BAM)
22/05/2020,17:00:00,25,R ugm-3 (Ref.eq),4.90314,R ugm-3,17.85376,R ugm-3,25.3718,R ugm-3,78.14662,R ugm-3,18,R ugm-3 (BAM)
22/05/2020,18:00:00,31.7,R ugm-3 (Ref.eq),4.76152,R ugm-3,11.46311,R ugm-3,18.76401,R ugm-3,72.3092,R ugm-3,17,R ugm-3 (BAM)
22/05/2020,19:00:00,38.3,R ugm-3 (Ref.eq),4.20449,R ugm-3,10.36293,R ugm-3,16.80973,R ugm-3,71.32632,R ugm-3,17,R ugm-3 (BAM)
22/05/2020,20:00:00,36.7,R ugm-3 (Ref.eq),4.45311,R ugm-3,20.36263,R ugm-3,27.19064,R ugm-3,59.95083,R ugm-3,23,R ugm-3 (BAM)
22/05/2020,21:00:00,37.5,R ugm-3 (Ref.eq),3.89818,R ugm-3,13.74629,R ugm-3,19.72341,R ugm-3,59.46687,R ugm-3,16,R ugm-3 (BAM)
22/05/2020,22:00:00,35,R ugm-3 (Ref.eq),4.05658,R ugm-3,12.21023,R ugm-3,18.43024,R ugm-3,55.49543,R ugm-3,14,R ugm-3 (BAM)
22/05/2020,23:00:00,78.3,R ugm-3 (Ref.eq),6.59627,R ugm-3,12.95994,R ugm-3,23.07407,R ugm-3,52.4919,R ugm-3,15,R ugm-3 (BAM)
22/05/2020,24:00:00,30.8,R ugm-3 (Ref.eq),1.86936,R ugm-3,7.24371,R ugm-3,10.11002,R ugm-3,58.97294,R ugm-3,17,R ugm-3 (BAM)
23/05/2020,01:00:00,24.2,R ugm-3 (Ref.eq),1.09945,R ugm-3,4.59146,R ugm-3,6.27726,R ugm-3,65.18621,R ugm-3,9,R ugm-3 (BAM)
23/05/2020,02:00:00,28.3,R ugm-3 (Ref.eq),0.51035,R ugm-3,2.24955,R ugm-3,3.03207,R ugm-3,64.88021,R ugm-3,17,R ugm-3 (BAM)
23/05/2020,03:00:00,20,R ugm-3 (Ref.eq),0.21737,R ugm-3,1.75428,R ugm-3,2.08758,R ugm-3,67.32494,R ugm-3,10,R ugm-3 (BAM)
23/05/2020,04:00:00,21.7,R ugm-3 (Ref.eq),0.44734,R ugm-3,2.40913,R ugm-3,3.09504,R ugm-3,63.0292,R ugm-3,10,R ugm-3 (BAM)
23/05/2020,05:00:00,23.3,R ugm-3 (Ref.eq),1.35147,R ugm-3,4.59736,R ugm-3,6.66959,R ugm-3,62.44545,R ugm-3,9,R ugm-3 (BAM)
23/05/2020,06:00:00,22.5,R ugm-3 (Ref.eq),1.91222,R ugm-3,4.43988,R ugm-3,7.3719,R ugm-3,63.8624,R ugm-3,13,R ugm-3 (BAM)
23/05/2020,07:00:00,22.5,R ugm-3 (Ref.eq),2.31545,R ugm-3,6.18525,R ugm-3,9.73556,R ugm-3,68.11823,R ugm-3,10,R ugm-3 (BAM)
23/05/2020,08:00:00,28.3,R ugm-3 (Ref.eq),2.76594,R ugm-3,4.33205,R ugm-3,8.57311,R ugm-3,68.80176,R ugm-3,7,R ugm-3 (BAM)
23/05/2020,09:00:00,18.3,R ugm-3 (Ref.eq),2.7943,R ugm-3,5.70774,R ugm-3,9.99227,R ugm-3,68.44253,R ugm-3,11,R ugm-3 (BAM)
23/05/2020,10:00:00,32.5,R ugm-3 (Ref.eq),2.8825,R ugm-3,4.41972,R ugm-3,8.8395,R ugm-3,71.51092,R ugm-3,8,R ugm-3 (BAM)
23/05/2020,11:00:00,25.8,R ugm-3 (Ref.eq),2.74389,R ugm-3,6.04658,R ugm-3,10.25382,R ugm-3,70.18877,R ugm-3,7,R ugm-3 (BAM)
23/05/2020,12:00:00,25.8,R ugm-3 (Ref.eq),3.43695,R ugm-3,6.55806,R ugm-3,11.82798,R ugm-3,72.66344,R ugm-3,5,R ugm-3 (BAM)
23/05/2020,13:00:00,16.7,R ugm-3 (Ref.eq),4.80732,R ugm-3,12.11453,R ugm-3,19.48565,R ugm-3,60.76408,R ugm-3,9,R ugm-3 (BAM)
23/05/2020,14:00:00,34.2,R ugm-3 (Ref.eq),3.74568,R ugm-3,6.91293,R ugm-3,12.65623,R ugm-3,70.46817,R ugm-3,6,R ugm-3 (BAM)
23/05/2020,15:00:00,27.5,R ugm-3 (Ref.eq),2.71554,R ugm-3,5.86725,R ugm-3,10.03102,R ugm-3,75.75677,R ugm-3,5,R ugm-3 (BAM)
23/05/2020,16:00:00,25,R ugm-3 (Ref.eq),2.8195,R ugm-3,5.85316,R ugm-3,10.17633,R ugm-3,72.29922,R ugm-3,10,R ugm-3 (BAM)
23/05/2020,17:00:00,23.3,R ugm-3 (Ref.eq),2.56433,R ugm-3,5.97802,R ugm-3,9.90993,R ugm-3,73.45673,R ugm-3,7,R ugm-3 (BAM)
23/05/2020,18:00:00,20,R ugm-3 (Ref.eq),2.59898,R ugm-3,6.7822,R ugm-3,10.76724,R ugm-3,73.89578,R ugm-3,9,R ugm-3 (BAM)
23/05/2020,19:00:00,22.5,R ugm-3 (Ref.eq),2.38161,R ugm-3,7.17846,R ugm-3,10.83021,R ugm-3,74.04546,R ugm-3,8,R ugm-3 (BAM)
23/05/2020,20:00:00,16.7,R ugm-3 (Ref.eq),1.90277,R ugm-3,7.14739,R ugm-3,10.06492,R ugm-3,71.49595,R ugm-3,6,R ugm-3 (BAM)
23/05/2020,21:00:00,19.2,R ugm-3 (Ref.eq),1.42078,R ugm-3,6.52539,R ugm-3,8.70388,R ugm-3,72.01982,R ugm-3,7,R ugm-3 (BAM)
23/05/2020,22:00:00,21.7,R ugm-3 (Ref.eq),1.7043,R ugm-3,7.04,R ugm-3,9.65322,R ugm-3,70.19376,R ugm-3,11,R ugm-3 (BAM)
23/05/2020,23:00:00,19.2,R ugm-3 (Ref.eq),1.64445,R ugm-3,5.96448,R ugm-3,8.48592,R ugm-3,68.37268,R ugm-3,9,R ugm-3 (BAM)
23/05/2020,24:00:00,20,R ugm-3 (Ref.eq),0.89468,R ugm-3,4.56639,R ugm-3,5.93821,R ugm-3,69.17595,R ugm-3,10,R ugm-3 (BAM)
24/05/2020,01:00:00,16.7,R ugm-3 (Ref.eq),0.73791,R ugm-3,4.94049,R ugm-3,6.07194,R ugm-3,66.99565,R ugm-3,9,R ugm-3 (BAM)
24/05/2020,02:00:00,18.3,R ugm-3 (Ref.eq),0.41626,R ugm-3,3.16398,R ugm-3,3.80224,R ugm-3,67.68749,R ugm-3,10,R ugm-3 (BAM)
24/05/2020,03:00:00,19.2,R ugm-3 (Ref.eq),0.25228,R ugm-3,2.71705,R ugm-3,3.10387,R ugm-3,66.08262,R ugm-3,14,R ugm-3 (BAM)
24/05/2020,04:00:00,15.8,R ugm-3 (Ref.eq),0.35319,R ugm-3,3.61472,R ugm-3,4.15627,R ugm-3,63.18386,R ugm-3,12,R ugm-3 (BAM)
24/05/2020,05:00:00,15,R ugm-3 (Ref.eq),0.81675,R ugm-3,16.71615,R ugm-3,17.96849,R ugm-3,58.8033,R ugm-3,11,R ugm-3 (BAM)
24/05/2020,06:00:00,17.5,R ugm-3 (Ref.eq),1.69027,R ugm-3,6.23007,R ugm-3,8.82178,R ugm-3,55.44055,R ugm-3,13,R ugm-3 (BAM)
24/05/2020,07:00:00,18.3,R ugm-3 (Ref.eq),1.87947,R ugm-3,10.56181,R ugm-3,13.44363,R ugm-3,55.70498,R ugm-3,15,R ugm-3 (BAM)
24/05/2020,08:00:00,20.8,R ugm-3 (Ref.eq),1.97093,R ugm-3,7.18677,R ugm-3,10.20882,R ugm-3,60.87384,R ugm-3,10,R ugm-3 (BAM)
24/05/2020,09:00:00,13.3,R ugm-3 (Ref.eq),1.69027,R ugm-3,5.39106,R ugm-3,7.98276,R ugm-3,67.82885,R ugm-3,10,R ugm-3 (BAM)
24/05/2020,10:00:00,19.2,R ugm-3 (Ref.eq),2.41557,R ugm-3,5.05006,R ugm-3,8.75388,R ugm-3,68.88159,R ugm-3,13,R ugm-3 (BAM)
24/05/2020,11:00:00,20.8,R ugm-3 (Ref.eq),2.27366,R ugm-3,4.93302,R ugm-3,8.41924,R ugm-3,71.91505,R ugm-3,15,R ugm-3 (BAM)
24/05/2020,12:00:00,32.5,R ugm-3 (Ref.eq),2.32096,R ugm-3,13.46887,R ugm-3,17.02763,R ugm-3,72.20942,R ugm-3,12,R ugm-3 (BAM)
24/05/2020,13:00:00,13.3,R ugm-3 (Ref.eq),2.3115,R ugm-3,4.16692,R ugm-3,7.71117,R ugm-3,78.17656,R ugm-3,10,R ugm-3 (BAM)
24/05/2020,14:00:00,10,R ugm-3 (Ref.eq),1.65558,R ugm-3,5.08051,R ugm-3,7.61903,R ugm-3,70.18877,R ugm-3,6,R ugm-3 (BAM)
24/05/2020,15:00:00,9.2,R ugm-3 (Ref.eq),2.25474,R ugm-3,7.13958,R ugm-3,10.5968,R ugm-3,77.85725,R ugm-3,6,R ugm-3 (BAM)
24/05/2020,16:00:00,10,R ugm-3 (Ref.eq),4.28873,R ugm-3,13.11905,R ugm-3,19.69502,R ugm-3,73.91574,R ugm-3,6,R ugm-3 (BAM)
24/05/2020,17:00:00,10.8,R ugm-3 (Ref.eq),1.81325,R ugm-3,8.98532,R ugm-3,11.7656,R ugm-3,78.12667,R ugm-3,10,R ugm-3 (BAM)
24/05/2020,18:00:00,15.8,R ugm-3 (Ref.eq),6.56239,R ugm-3,18.55644,R ugm-3,28.61864,R ugm-3,78.96486,R ugm-3,9,R ugm-3 (BAM)
24/05/2020,19:00:00,13.3,R ugm-3 (Ref.eq),3.25755,R ugm-3,12.56142,R ugm-3,17.55626,R ugm-3,66.20236,R ugm-3,11,R ugm-3 (BAM)
24/05/2020,20:00:00,15,R ugm-3 (Ref.eq),19.98045,R ugm-3,41.96031,R ugm-3,72.59657,R ugm-3,55.58523,R ugm-3,13,R ugm-3 (BAM)
24/05/2020,21:00:00,31.7,R ugm-3 (Ref.eq),65.52932,R ugm-3,57.35967,R ugm-3,157.83656,R ugm-3,15.8259,R ugm-3,22,R ugm-3 (BAM)
24/05/2020,22:00:00,24.2,R ugm-3 (Ref.eq),54.03488,R ugm-3,52.79156,R ugm-3,135.6439,R ugm-3,26.92698,R ugm-3,21,R ugm-3 (BAM)
24/05/2020,23:00:00,20.8,R ugm-3 (Ref.eq),3.62335,R ugm-3,23.02896,R ugm-3,28.58469,R ugm-3,45.76639,R ugm-3,17,R ugm-3 (BAM)
24/05/2020,24:00:00,19.2,R ugm-3 (Ref.eq),5.67626,R ugm-3,36.66149,R ugm-3,45.36498,R ugm-3,35.99744,R ugm-3,19,R ugm-3 (BAM)
25/05/2020,01:00:00,17.5,R ugm-3 (Ref.eq),1.5089,R ugm-3,17.49898,R ugm-3,19.81258,R ugm-3,45.97428,R ugm-3,17,R ugm-3 (BAM)
25/05/2020,02:00:00,16.7,R ugm-3 (Ref.eq),3.848,R ugm-3,16.51524,R ugm-3,22.41541,R ugm-3,41.05155,R ugm-3,13,R ugm-3 (BAM)
25/05/2020,03:00:00,18.3,R ugm-3 (Ref.eq),1.86244,R ugm-3,15.19414,R ugm-3,18.04985,R ugm-3,35.97748,R ugm-3,14,R ugm-3 (BAM)
25/05/2020,04:00:00,28.3,R ugm-3 (Ref.eq),2.79998,R ugm-3,17.35007,R ugm-3,21.64331,R ugm-3,29.83073,R ugm-3,16,R ugm-3 (BAM)
25/05/2020,05:00:00,18.3,R ugm-3 (Ref.eq),16.10224,R ugm-3,33.58255,R ugm-3,58.27231,R ugm-3,14.46384,R ugm-3,20,R ugm-3 (BAM)
25/05/2020,06:00:00,25,R ugm-3 (Ref.eq),26.47194,R ugm-3,53.16554,R ugm-3,93.75529,R ugm-3,22.02754,R ugm-3,15,R ugm-3 (BAM)
25/05/2020,07:00:00,17.5,R ugm-3 (Ref.eq),43.23709,R ugm-3,45.65002,R ugm-3,111.94596,R ugm-3,12.55794,R ugm-3,17,R ugm-3 (BAM)
25/05/2020,08:00:00,17.5,R ugm-3 (Ref.eq),27.58941,R ugm-3,36.02452,R ugm-3,78.32769,R ugm-3,30.25481,R ugm-3,11,R ugm-3 (BAM)
25/05/2020,09:00:00,14.2,R ugm-3 (Ref.eq),16.75567,R ugm-3,32.0659,R ugm-3,57.75757,R ugm-3,39.46497,R ugm-3,15,R ugm-3 (BAM)
25/05/2020,10:00:00,19.2,R ugm-3 (Ref.eq),4.12894,R ugm-3,14.84617,R ugm-3,21.17713,R ugm-3,61.62722,R ugm-3,14,R ugm-3 (BAM)
25/05/2020,11:00:00,15.8,R ugm-3 (Ref.eq),4.71293,R ugm-3,8.98788,R ugm-3,16.21427,R ugm-3,67.31995,R ugm-3,10,R ugm-3 (BAM)
25/05/2020,12:00:00,15,R ugm-3 (Ref.eq),3.85115,R ugm-3,12.57216,R ugm-3,18.47718,R ugm-3,79.32908,R ugm-3,12,R ugm-3 (BAM)
25/05/2020,13:00:00,15,R ugm-3 (Ref.eq),4.08475,R ugm-3,21.37245,R ugm-3,27.63564,R ugm-3,86.06456,R ugm-3,13,R ugm-3 (BAM)
