date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1618020000,1,233.65,0.0,14.57,54.36,7.99,5.22,5.67,0.46
1618023600,1,233.65,0.0,14.22,51.5,7.75,6.06,6.49,0.57
1618027200,1,230.31,0.0,13.71,48.64,7.15,6.67,7.04,0.55
1618030800,1,230.31,0.0,13.37,51.5,7.87,5.79,6.17,0.5
1618034400,1,236.99,0.01,16.79,53.64,9.3,4.92,5.45,0.59
1618038000,1,247.0,0.08,22.28,52.93,10.49,4.73,5.46,0.68
1618041600,1,247.0,0.28,22.62,57.22,10.61,3.75,4.59,0.79
1618045200,1,240.33,0.42,18.68,65.09,9.89,2.39,3.18,0.86
1618048800,1,230.31,0.44,12.0,76.53,7.33,1.55,2.11,0.62
1618052400,2,226.97,0.52,9.68,80.82,6.62,1.27,1.71,0.5
1618056000,2,226.97,0.57,8.57,83.69,6.02,1.17,1.59,0.47
1618059600,2,226.97,0.68,8.23,85.83,5.66,1.17,1.63,0.52
1618063200,2,226.97,0.82,8.4,85.83,5.66,1.27,1.8,0.6
1618066800,2,226.97,0.94,8.82,84.4,5.54,1.32,1.88,0.71
1618070400,2,226.97,1.05,9.68,82.97,5.36,1.29,1.83,0.86
1618074000,2,226.97,0.84,10.63,80.82,5.19,1.27,1.85,1.01
1618077600,2,226.97,0.35,11.14,80.11,5.19,1.26,1.91,1.11
1618081200,1,230.31,0.03,12.34,79.39,5.9,1.31,2.1,1.24
1618084800,1,233.65,0.0,14.05,77.25,6.97,1.48,2.44,1.49
1618088400,1,236.99,0.0,15.42,75.1,7.75,1.66,2.74,1.74
1618092000,1,236.99,0.0,15.94,73.67,7.99,1.8,2.93,1.93
1618095600,1,233.65,0.0,14.57,72.96,7.57,1.74,2.87,1.95
1618099200,1,230.31,0.0,12.34,71.53,6.97,1.73,2.82,1.84
1618102800,1,230.31,0.0,11.14,70.1,6.74,1.85,2.9,1.54
1618106400,1,233.65,0.0,10.88,68.67,6.68,1.92,2.94,1.14
1618110000,1,233.65,0.0,10.88,67.23,6.8,1.92,2.88,0.82
1618113600,1,236.99,0.0,11.14,65.8,6.91,1.88,2.78,0.69
1618117200,1,240.33,0.0,12.34,65.09,7.51,2.06,2.94,0.73
1618120800,1,247.0,0.06,17.99,60.08,8.94,2.71,3.64,0.93
1618124400,1,257.02,1.9,24.33,54.36,10.73,3.66,4.69,1.25
1618128000,1,260.35,5.31,23.31,53.64,12.04,4.34,5.45,1.66
1618131600,1,253.68,6.31,19.19,57.22,12.52,4.63,5.69,1.77
1618135200,1,230.31,2.4,8.23,77.96,6.14,2.13,2.65,1.01
1618138800,2,223.64,1.76,5.74,82.97,4.95,1.58,1.93,1.0
1618142400,2,223.64,1.48,4.8,85.12,4.29,1.67,1.99,1.11
1618146000,2,220.3,1.3,4.37,87.98,3.93,1.72,2.01,1.12
1618149600,2,220.3,1.23,4.54,90.84,3.93,2.14,2.39,1.03
1618153200,2,220.3,1.09,4.54,94.41,3.73,2.13,2.34,1.03
1618156800,2,220.3,1.13,6.34,92.98,4.29,2.12,2.31,1.09
1618160400,2,226.97,1.22,10.71,85.83,5.78,2.15,2.36,1.2
1618164000,1,230.31,0.66,15.94,77.96,7.39,2.2,2.45,1.36
1618167600,1,257.02,0.1,32.56,55.79,12.04,3.38,3.77,1.66
1618171200,2,283.72,0.06,48.67,35.41,13.95,5.02,5.58,1.54
1618174800,2,290.39,0.13,51.41,27.9,11.92,5.6,6.25,1.0
1618178400,2,283.72,0.12,45.93,28.25,9.06,5.51,6.2,0.76
1618182000,1,273.71,0.06,38.73,31.83,6.38,5.25,5.9,0.59
1618185600,1,267.03,0.05,33.59,33.62,5.31,5.24,5.85,0.48
1618189200,1,263.69,0.04,29.82,33.98,4.83,5.52,6.17,0.42
1618192800,1,263.69,0.04,26.73,33.26,5.9,6.27,6.98,0.68
1618196400,1,263.69,0.05,26.05,29.68,6.97,7.98,8.78,1.28
1618200000,1,267.03,0.08,26.39,26.46,8.35,9.74,10.63,3.14
1618203600,2,270.37,0.12,27.76,25.03,9.78,10.15,11.05,4.24
1618207200,2,280.38,0.54,35.99,20.03,9.3,10.11,10.99,2.12
1618210800,2,293.73,2.85,46.61,12.34,11.21,9.91,10.73,1.6
1618214400,2,303.75,8.27,50.72,10.73,13.11,9.49,10.27,1.24
1618218000,2,300.41,11.29,47.3,16.09,14.9,8.72,9.45,0.99
1618221600,1,257.02,4.14,25.36,57.22,10.61,5.13,5.54,0.71
1618225200,1,247.0,4.19,19.02,70.1,10.37,4.33,4.66,0.57
1618228800,1,250.34,5.2,18.34,72.96,11.68,4.7,5.01,0.55
1618232400,1,243.66,4.64,15.77,77.96,10.73,4.09,4.35,0.55
1618236000,2,236.99,3.27,13.02,82.97,9.3,2.9,3.13,0.59
1618239600,2,230.31,2.4,11.65,87.26,8.58,2.51,2.72,0.65
1618243200,1,257.02,7.04,28.79,65.8,12.16,3.84,4.21,1.22
1618246800,2,323.77,21.68,61.01,28.25,18.36,8.1,8.81,2.09
1618250400,2,397.21,43.36,82.25,7.06,24.08,13.22,14.34,2.88
1618254000,2,473.98,67.06,94.59,0.43,30.04,19.14,20.7,3.55
1618257600,3,534.06,86.73,98.71,0.0,32.42,24.13,26.04,3.93
1618261200,4,580.79,105.5,98.71,0.0,33.85,28.37,30.57,4.12
1618264800,4,607.49,118.02,97.33,0.0,30.28,31.48,34.0,4.24
1618268400,4,600.82,118.02,93.22,0.0,24.56,32.17,34.95,3.93
1618272000,4,567.44,106.39,89.11,0.0,24.8,30.6,33.52,3.93
1618275600,4,507.36,82.25,85.0,0.0,24.08,26.35,29.27,4.05
1618279200,3,453.95,60.8,78.14,0.0,19.07,21.94,24.78,3.58
1618282800,2,407.22,46.94,67.86,0.0,14.19,18.33,21.08,3.17
1618286400,2,370.5,33.98,58.95,0.0,11.44,15.32,17.81,2.91
1618290000,2,347.14,24.81,54.84,0.0,11.33,13.97,16.08,3.33
1618293600,2,367.17,30.85,55.52,0.24,12.64,16.09,18.03,3.33
1618297200,2,400.54,50.07,54.15,3.4,12.4,19.52,21.4,2.57
1618300800,3,413.9,67.95,48.67,7.87,13.47,21.91,23.82,2.98
1618304400,3,403.88,68.84,44.55,12.52,14.66,22.84,24.7,3.14
1618308000,2,240.33,3.91,15.25,87.26,8.7,7.27,7.79,1.16
1618311600,2,230.31,2.18,10.71,92.98,6.97,4.78,5.14,1.19
1618315200,2,226.97,1.73,10.88,92.98,6.86,3.91,4.21,1.22
1618318800,2,223.64,1.66,10.54,92.98,6.62,3.03,3.29,1.31
1618322400,2,223.64,1.69,10.03,92.98,6.62,2.76,3.01,1.33
1618326000,2,223.64,1.63,10.11,94.41,6.74,2.91,3.16,1.36
1618329600,1,253.68,6.37,33.24,59.37,10.13,4.26,4.7,1.88
1618333200,2,310.42,20.34,67.17,17.17,14.19,7.24,8.04,2.57
1618336800,2,357.15,36.66,82.94,2.64,17.17,10.25,11.42,3.17
1618340400,2,407.22,52.75,87.74,0.14,21.22,13.89,15.44,3.39
1618344000,2,433.92,60.8,87.05,0.0,21.46,16.63,18.46,2.88
1618347600,2,433.92,61.69,78.14,0.0,20.03,17.96,19.93,2.28
1618351200,2,413.9,57.22,63.75,0.0,18.6,18.07,20.05,2.01
1618354800,2,393.87,54.99,55.52,0.0,18.84,18.3,20.19,2.06
1618358400,2,397.21,60.8,54.15,0.0,22.89,19.89,21.83,2.28
1618362000,3,427.25,72.42,58.26,0.0,29.33,23.12,25.18,2.53
1618365600,4,473.98,85.83,65.12,0.0,34.81,27.16,29.37,2.6
1618369200,4,520.71,96.56,73.34,0.0,37.19,31.45,33.7,2.28
1618372800,4,540.73,94.77,82.25,0.0,31.47,33.13,35.32,1.52
1618376400,4,534.06,82.25,85.68,0.0,23.13,32.34,34.42,0.91
1618380000,4,534.06,79.57,85.68,0.15,22.89,33.37,35.5,0.95
1618383600,4,514.03,80.47,79.51,2.71,25.03,34.71,36.88,1.11
1618387200,4,500.68,86.73,66.49,7.51,24.8,35.33,37.49,1.76
1618390800,4,473.98,83.15,57.58,12.34,26.23,34.41,36.39,2.63
1618394400,2,260.35,6.87,23.99,80.11,14.19,11.31,12.03,1.65
1618398000,2,243.66,3.86,15.25,90.84,11.44,9.25,9.77,1.52
1618401600,2,236.99,2.93,12.34,94.41,10.25,8.41,8.87,1.46
1618405200,2,230.31,2.15,10.03,98.71,8.58,7.79,8.21,1.46
1618408800,2,226.97,1.61,9.08,103.0,7.63,7.91,8.33,1.52
1618412400,2,223.64,1.2,8.57,101.57,6.68,7.72,8.16,1.62
1618416000,2,226.97,1.3,10.45,91.55,6.86,5.0,5.5,1.84
1618419600,2,230.31,1.52,14.74,81.54,8.11,2.26,2.78,2.01
1618423200,1,236.99,0.94,18.85,77.25,9.42,1.54,2.09,2.09
1618426800,1,263.69,0.17,33.59,60.8,13.35,2.73,3.42,2.38
1618430400,2,297.07,0.07,53.47,38.62,16.45,4.81,5.73,2.53
1618434000,2,323.77,0.4,69.23,22.71,16.69,6.91,8.02,1.68
1618437600,2,337.12,1.16,76.77,12.88,14.78,8.03,9.28,0.98
1618441200,2,333.79,1.2,77.46,10.01,11.8,8.05,9.35,0.65
1618444800,2,333.79,1.15,78.14,8.94,10.25,8.38,9.69,0.55
1618448400,2,333.79,1.26,74.71,7.42,9.42,8.71,10.03,0.52
1618452000,2,317.1,0.85,63.75,9.92,8.82,8.0,9.3,0.55
1618455600,2,297.07,0.31,49.35,17.7,9.54,6.59,7.81,0.6
1618459200,1,280.38,0.1,38.04,26.46,13.23,5.41,6.58,0.82
1618462800,1,277.04,0.1,35.3,29.33,10.97,5.06,6.19,0.44
1618466400,2,297.07,1.06,45.93,22.17,13.11,6.17,7.35,0.68
1618470000,2,320.44,10.73,52.09,22.17,17.41,7.59,8.87,1.09
1618473600,2,327.11,21.46,47.98,26.46,20.27,8.24,9.6,1.36
1618477200,1,310.42,19.89,38.73,33.98,21.22,7.35,8.67,2.09
1618480800,1,236.99,3.47,13.2,74.39,8.82,1.69,2.23,0.92
1618484400,2,226.97,2.07,8.23,82.25,6.5,0.89,1.2,0.59
1618488000,2,223.64,1.65,6.86,85.83,5.78,0.82,1.06,0.59
1618491600,2,220.3,1.51,6.68,87.98,5.66,0.9,1.12,0.67
1618495200,2,223.64,1.63,7.71,87.26,6.14,1.08,1.28,0.76
1618498800,2,223.64,1.68,8.74,83.69,6.2,1.14,1.31,0.71
1618502400,1,223.64,1.98,11.82,77.96,7.03,1.33,1.5,0.71
1618506000,1,226.97,2.15,16.97,71.53,8.46,1.7,1.91,0.77
1618509600,1,233.65,1.22,21.59,68.67,9.54,2.11,2.39,0.83
1618513200,1,253.68,0.2,31.53,57.94,12.64,3.07,3.5,0.9
1618516800,1,270.37,0.02,39.76,46.49,14.78,4.22,4.83,0.88
1618520400,2,277.04,0.05,44.55,38.62,14.78,5.1,5.85,0.84
1618524000,2,283.72,0.09,47.98,32.19,13.59,5.83,6.68,0.77
1618527600,2,277.04,0.07,45.93,30.76,10.97,5.9,6.81,0.6
1618531200,1,267.03,0.04,38.73,33.98,9.06,5.74,6.69,0.49
1618534800,1,267.03,0.05,35.3,33.62,7.87,6.14,7.09,0.38
1618538400,1,277.04,0.13,37.7,27.54,8.82,7.08,8.08,0.46
1618542000,2,287.06,0.29,41.47,20.74,13.23,8.28,9.34,0.83
1618545600,2,300.41,0.62,45.93,14.84,15.5,9.32,10.41,1.03
1618549200,2,307.08,1.3,50.72,10.64,16.93,10.1,11.16,1.12
1618552800,2,330.45,5.64,61.69,3.98,14.9,11.71,12.78,0.77
1618556400,2,353.81,16.32,67.86,5.1,18.36,13.02,14.19,0.97
1618560000,2,377.18,34.87,63.06,12.52,21.94,14.42,15.82,1.08
1618563600,2,370.5,38.89,52.09,21.99,26.46,14.43,16.06,1.03
1618567200,1,257.02,6.82,23.31,75.1,13.95,6.15,7.32,0.9
1618570800,2,236.99,3.13,15.25,87.98,10.37,4.39,5.22,1.03
1618574400,2,230.31,1.96,13.37,90.84,9.3,3.94,4.66,1.08
1618578000,2,226.97,1.52,12.34,92.98,8.82,3.88,4.52,1.17
1618581600,2,226.97,1.4,12.68,94.41,8.82,4.27,4.88,1.28
1618585200,2,226.97,1.31,13.37,94.41,8.82,4.81,5.41,1.43
1618588800,2,236.99,1.62,20.05,86.55,11.09,5.55,6.2,1.73
1618592400,1,250.34,1.77,33.24,70.1,15.02,6.38,7.15,2.09
1618596000,2,267.03,1.01,44.55,56.51,17.88,6.46,7.38,2.31
1618599600,2,280.38,0.19,54.84,43.99,20.27,6.11,7.2,2.28
1618603200,2,297.07,0.07,61.69,35.05,20.74,7.5,8.77,2.25
1618606800,2,303.75,0.08,60.32,33.98,18.36,10.25,11.66,2.15
1618610400,2,307.08,0.09,58.95,33.26,15.26,12.26,13.77,1.63
1618614000,2,303.75,0.07,56.89,31.83,12.52,12.86,14.4,0.85
1618617600,2,303.75,0.04,54.15,31.47,10.25,12.96,14.46,0.48
1618621200,2,303.75,0.07,53.47,27.18,7.99,13.24,14.69,0.39
1618624800,2,307.08,0.19,52.78,20.56,6.74,13.59,15.01,0.37
1618628400,2,307.08,0.43,52.09,14.84,8.94,14.15,15.59,0.64
1618632000,2,307.08,0.89,52.09,10.01,11.8,14.53,16.05,0.98
1618635600,2,307.08,1.7,52.09,6.97,13.35,14.82,16.36,1.17
1618639200,2,327.11,7.82,57.58,4.25,13.35,16.36,17.98,1.03
1618642800,2,353.81,24.36,55.52,13.59,12.52,18.0,19.66,0.74
1618646400,2,373.84,42.02,50.72,18.6,15.26,19.32,21.03,1.05
1618650000,2,367.17,43.81,43.53,22.89,18.6,19.07,20.81,1.62
1618653600,2,236.99,4.36,13.37,87.26,8.7,3.9,4.44,0.86
1618657200,2,223.64,2.4,7.45,97.28,6.38,2.27,2.66,0.81
1618660800,2,220.3,2.04,6.26,100.14,5.96,2.35,2.77,0.86
1618664400,2,216.96,1.87,6.0,103.0,5.9,2.65,3.12,0.94
1618668000,2,216.96,1.84,6.26,104.43,6.14,3.23,3.76,0.99
1618671600,2,216.96,1.82,6.86,103.0,6.2,3.29,3.88,1.19
1618675200,2,220.3,1.2,10.97,95.84,6.91,3.5,4.15,1.46
1618678800,2,226.97,1.06,17.99,85.83,8.94,3.98,4.72,1.74
1618682400,1,236.99,0.51,24.68,75.1,10.85,3.57,4.46,1.95
1618686000,1,250.34,0.1,37.36,55.08,13.47,3.52,4.61,1.88
1618689600,2,260.35,0.02,44.55,40.77,13.47,3.92,5.13,1.76
1618693200,2,260.35,0.03,43.18,38.98,11.68,4.01,5.28,1.74
1618696800,2,267.03,0.14,46.61,30.4,9.66,4.54,5.9,1.88
1618700400,2,267.03,0.24,47.3,21.46,6.91,4.66,6.08,1.77
1618704000,2,260.35,0.26,42.16,18.6,5.72,4.41,5.9,1.39
1618707600,1,257.02,0.22,38.39,18.95,7.99,4.62,6.2,1.58
1618711200,1,257.02,0.18,37.36,20.56,11.44,5.35,7.04,1.95
1618714800,1,263.69,0.2,39.41,19.67,14.54,6.31,8.08,2.09
1618718400,2,277.04,0.49,46.61,14.13,18.84,7.66,9.53,2.19
1618722000,2,303.75,3.16,57.58,4.25,25.03,9.87,11.87,2.22
1618725600,2,367.17,22.35,67.17,0.74,34.33,14.57,16.81,2.53
1618729200,3,460.63,57.22,73.34,5.05,24.56,21.07,23.51,1.35
1618732800,4,540.73,96.56,74.03,9.39,23.37,28.02,30.61,1.46
1618736400,4,594.14,121.59,75.4,11.98,27.18,35.95,38.68,1.46
1618740000,2,277.04,8.94,33.59,69.38,21.94,11.33,12.4,0.86
1618743600,2,243.66,4.81,18.68,84.4,13.95,6.85,7.56,0.74
1618747200,2,233.65,3.69,14.05,90.84,11.68,5.38,5.97,0.74
1618750800,2,226.97,3.1,12.0,95.84,10.61,4.68,5.21,0.82
1618754400,2,223.64,2.71,11.14,100.14,10.37,4.76,5.25,0.82
1618758000,2,220.3,2.4,11.14,103.0,10.01,4.44,4.92,0.95
1618761600,2,236.99,4.75,21.94,87.98,13.23,5.14,5.71,1.28
1618765200,2,270.37,8.94,43.53,61.51,18.6,6.78,7.52,1.73
1618768800,2,300.41,9.72,65.12,38.98,23.13,8.68,9.61,2.09
1618772400,2,323.77,2.65,85.0,18.06,25.51,9.7,10.81,2.53
1618776000,2,330.45,0.57,82.25,14.48,23.37,10.41,11.63,2.82
1618779600,2,323.77,0.69,74.03,12.7,19.31,10.89,12.15,2.63
1618783200,2,333.79,5.81,73.34,3.04,14.07,11.64,12.92,1.66
1618786800,2,340.46,17.66,68.55,0.02,9.18,12.13,13.54,0.69
1618790400,2,340.46,27.27,63.75,0.0,7.75,13.33,15.07,0.46
1618794000,2,340.46,32.19,59.63,0.0,7.87,14.41,16.52,0.54
1618797600,2,330.45,30.85,56.21,0.0,8.11,14.7,17.07,0.72
1618801200,2,313.76,24.81,52.78,0.0,8.46,14.91,17.43,0.99
1618804800,2,303.75,19.45,49.35,0.01,8.58,15.55,18.13,0.92
1618808400,2,307.08,18.33,48.67,0.02,8.35,16.68,19.19,0.61
1618812000,2,343.8,29.5,52.78,0.91,11.68,19.4,21.98,0.64
1618815600,3,380.52,46.49,54.84,7.06,16.21,21.24,23.99,0.68
1618819200,3,407.22,62.59,54.15,13.23,20.98,23.01,26.03,0.93
1618822800,4,427.25,72.42,55.52,17.17,25.99,26.12,29.36,1.27
1618826400,2,270.37,12.18,30.85,70.81,21.22,14.59,16.17,1.6
1618830000,2,247.0,7.26,21.25,85.83,16.93,15.6,16.91,1.9
1618833600,2,240.33,5.7,17.48,92.98,15.5,17.35,18.71,1.92
1618837200,2,233.65,3.97,14.74,101.57,13.59,17.34,18.65,1.65
1618840800,2,230.31,2.57,13.37,105.86,12.04,15.97,17.21,1.44
1618844400,2,230.31,1.61,13.54,104.43,10.49,14.59,15.82,1.5
1618848000,2,240.33,1.19,19.19,95.84,11.68,14.3,15.59,1.69
1618851600,2,250.34,1.45,27.08,82.25,13.23,14.27,15.67,2.0
1618855200,2,253.68,0.87,29.82,73.67,12.04,13.58,15.05,2.31
1618858800,2,287.06,0.58,51.41,36.84,13.47,15.51,17.22,2.76
1618862400,2,337.12,7.82,67.17,3.31,14.9,19.69,21.82,2.19
1618866000,3,370.5,26.82,58.26,0.03,15.74,24.58,27.14,1.5
1618869600,4,387.19,42.47,51.41,0.0,20.27,29.36,32.27,2.03
1618873200,4,380.52,48.73,48.67,0.0,24.56,31.38,34.44,2.63
1618876800,4,377.18,51.41,48.67,0.0,27.18,31.1,34.09,2.82
1618880400,4,377.18,49.62,52.09,0.0,29.56,30.09,32.68,2.95
1618884000,4,367.17,42.47,55.52,0.0,29.09,28.83,31.49,2.69
1618887600,4,343.8,32.19,55.52,0.0,25.51,27.6,30.32,2.09
1618891200,4,323.77,24.36,51.41,0.0,19.79,26.97,29.67,1.33
1618894800,4,323.77,25.26,46.61,0.0,15.5,27.72,30.35,0.87
1618898400,4,370.5,46.49,44.55,0.43,15.97,31.66,34.35,0.94
1618902000,4,447.27,87.62,43.53,2.75,17.64,37.77,40.52,1.01
1618905600,4,520.71,126.96,43.53,4.96,20.5,43.5,46.26,1.12
1618909200,5,587.46,148.42,49.35,7.15,25.03,50.59,53.36,1.38
1618912800,3,293.73,13.3,36.33,72.24,26.46,23.13,24.4,0.7
1618916400,2,270.37,7.15,25.02,86.55,19.07,14.77,15.58,0.75
1618920000,2,260.35,5.2,20.39,90.84,16.45,10.28,10.85,0.82
1618923600,2,253.68,3.44,16.79,92.98,13.47,8.2,8.65,0.86
1618927200,2,247.0,2.32,15.77,90.84,12.28,6.9,7.32,1.09
1618930800,2,247.0,1.52,17.14,88.69,12.52,7.47,7.91,1.16
1618934400,1,267.03,2.24,32.9,67.23,17.17,8.56,9.13,1.58
1618938000,2,300.41,4.53,58.26,35.76,22.65,10.49,11.28,2.12
1618941600,2,327.11,6.09,74.71,13.77,24.56,12.54,13.61,2.47
1618945200,2,363.83,16.54,79.51,1.63,25.03,17.13,18.61,2.95
1618948800,4,403.88,34.42,75.4,0.0,23.13,25.13,27.08,2.53
1618952400,4,427.25,45.15,71.29,0.0,20.03,32.62,34.88,1.66
1618956000,4,433.92,53.64,65.12,0.0,16.21,37.15,39.62,1.22
1618959600,4,420.57,61.69,54.84,0.0,12.88,39.86,42.42,1.08
1618963200,4,400.54,63.48,45.93,0.0,13.11,42.61,45.15,1.11
1618966800,4,390.53,63.48,40.78,0.0,14.42,46.02,48.54,1.05
1618970400,4,390.53,61.69,38.39,0.0,10.49,49.68,52.07,0.55
1618974000,5,387.19,54.09,40.44,0.0,7.87,52.53,54.69,0.27
1618977600,5,350.48,18.55,53.47,0.05,9.78,50.64,52.28,0.11
1618981200,5,350.48,11.85,58.26,0.11,10.13,53.26,54.51,0.1
1618984800,5,370.5,17.43,65.8,0.28,13.47,58.36,59.46,0.07
1618988400,5,363.83,8.83,76.77,7.87,17.41,58.11,59.18,0.14
1618992000,5,357.15,18.55,62.38,14.31,18.84,59.61,60.91,0.87
1618995600,5,333.79,21.01,41.13,20.21,19.31,50.35,51.78,2.01
1618999200,3,260.35,3.27,14.91,64.37,8.82,23.07,23.77,2.6
1619002800,2,247.0,1.76,9.34,79.39,6.62,16.12,16.58,1.79
1619006400,2,236.99,1.31,7.63,90.12,5.72,12.36,12.77,1.44
1619010000,2,230.31,1.12,6.77,100.14,5.42,12.03,12.71,1.38
1619013600,2,220.3,1.13,6.77,103.0,5.54,9.05,10.26,1.24
1619017200,2,216.96,1.19,7.03,101.57,5.54,3.91,5.26,1.12
1619020800,2,216.96,1.4,9.0,98.71,6.08,2.75,4.12,1.12
1619024400,2,220.3,1.48,12.17,94.41,7.03,2.48,4.24,1.35
1619028000,2,223.64,0.95,14.57,89.41,7.75,2.28,4.44,1.54
1619031600,2,230.31,0.19,16.79,84.4,8.7,2.26,4.67,1.73
1619035200,2,233.65,0.0,16.62,82.25,8.94,2.22,4.75,1.85
1619038800,1,233.65,0.0,16.28,78.68,8.82,2.22,4.87,1.88
1619042400,1,233.65,0.0,15.08,73.67,7.99,2.14,4.92,1.76
1619046000,1,230.31,0.0,13.02,72.24,7.27,1.91,4.79,1.5
1619049600,1,230.31,0.0,11.65,73.67,7.21,1.85,4.91,1.25
1619053200,1,230.31,0.0,11.65,72.96,7.87,1.95,5.26,1.06
1619056800,1,230.31,0.0,12.51,70.1,8.7,2.11,5.6,0.9
1619060400,1,233.65,0.0,13.02,67.95,9.06,2.24,5.96,0.72
1619064000,1,233.65,0.0,13.71,65.8,9.66,2.31,6.22,0.63
1619067600,1,236.99,0.0,15.25,63.66,10.61,2.42,6.52,0.63
1619071200,1,247.0,0.22,21.59,57.22,12.64,2.82,7.06,0.71
1619074800,1,253.68,2.24,26.05,54.36,13.71,3.08,7.26,0.82
1619078400,1,253.68,4.75,23.65,57.94,13.95,2.92,6.94,0.92
1619082000,1,243.66,5.25,17.82,65.09,13.23,2.54,6.43,0.89
1619085600,1,230.31,3.91,11.14,74.39,10.13,2.0,5.62,0.62
1619089200,1,226.97,3.3,8.91,79.39,9.06,1.86,5.21,0.46
1619092800,2,223.64,2.77,7.63,84.4,8.23,1.84,5.02,0.37
1619096400,2,220.3,2.46,6.94,90.84,7.75,1.9,4.92,0.32
1619100000,2,216.96,2.38,7.2,94.41,7.99,1.99,5.09,0.32
1619103600,2,216.96,2.26,7.71,94.41,7.87,1.96,5.06,0.33
1619107200,2,220.3,2.74,10.8,91.55,9.06,2.05,5.12,0.44
1619110800,2,226.97,3.1,15.94,85.12,10.73,2.27,5.46,0.59
1619114400,1,233.65,2.1,20.56,78.68,11.56,2.42,5.57,0.71
1619118000,1,240.33,0.48,26.05,70.1,12.88,2.76,5.97,0.86
1619121600,1,247.0,0.0,27.08,65.8,12.99,3.07,6.29,0.91
1619125200,1,250.34,0.0,26.73,65.09,12.4,3.27,6.41,0.71
1619128800,1,247.0,0.0,26.05,63.66,10.85,3.28,6.24,0.45
1619132400,1,240.33,0.0,23.65,64.37,8.94,2.97,5.74,0.31
1619136000,1,236.99,0.0,20.05,66.52,7.57,2.64,5.23,0.24
1619139600,1,233.65,0.0,17.65,67.23,7.03,2.48,4.93,0.22
1619143200,1,233.65,0.0,15.59,67.23,6.8,2.36,4.75,0.22
1619146800,1,233.65,0.0,14.22,67.95,6.56,2.29,4.67,0.23
1619150400,1,233.65,0.0,13.88,67.23,6.86,2.31,4.72,0.24
1619154000,1,233.65,0.0,15.25,65.09,7.63,2.44,4.91,0.26
1619157600,1,240.33,0.44,21.59,58.65,9.42,2.91,5.55,0.38
1619161200,1,243.66,3.3,23.65,57.22,10.61,3.19,6.1,0.52
1619164800,1,243.66,6.48,22.28,58.65,11.92,3.62,6.77,0.75
1619168400,1,243.66,7.82,19.88,60.8,13.35,4.81,8.12,1.03
1619172000,1,230.31,4.75,12.85,77.25,9.78,5.26,7.96,0.99
1619175600,2,226.97,3.35,9.51,87.26,8.11,5.47,7.58,1.11
1619179200,2,223.64,2.4,7.63,98.71,7.03,5.62,7.38,1.16
1619182800,2,223.64,1.7,6.26,113.01,6.14,5.65,7.03,1.16
1619186400,3,223.64,1.44,5.83,120.16,5.78,5.13,6.27,1.25
1619190000,3,223.64,1.4,6.08,121.59,5.6,4.79,5.93,1.28
1619193600,2,223.64,2.15,10.45,113.01,7.63,5.09,6.47,1.35
1619197200,2,230.31,3.13,17.82,98.71,10.01,5.49,7.4,1.41
1619200800,2,230.31,2.46,23.31,88.69,11.21,5.52,7.86,1.43
1619204400,2,233.65,0.63,26.05,83.69,11.8,4.45,6.93,1.46
1619208000,2,233.65,0.0,23.31,82.97,11.68,4.26,6.8,1.27
1619211600,2,230.31,0.0,20.39,83.69,10.85,4.11,6.7,1.05
1619215200,2,226.97,0.0,17.65,86.55,9.06,3.81,6.27,0.72
1619218800,2,220.3,0.0,14.05,90.84,7.15,3.49,5.71,0.48
1619222400,2,213.62,0.0,10.37,94.41,5.54,3.24,5.23,0.38
1619226000,2,211.95,0.0,8.57,94.41,4.83,3.1,4.99,0.36
1619229600,2,210.29,0.0,8.23,91.55,4.77,3.1,5.07,0.35
1619233200,2,211.95,0.0,8.57,87.98,4.89,3.2,5.39,0.34
1619236800,2,213.62,0.0,9.43,83.69,5.48,3.39,5.9,0.36
1619240400,1,216.96,0.0,11.14,79.39,6.2,3.75,6.46,0.48
1619244000,1,223.64,0.29,16.11,71.53,7.45,5.26,8.06,0.59
1619247600,1,233.65,2.24,19.54,66.52,8.35,7.37,10.06,0.82
1619251200,1,236.99,4.3,19.36,65.8,8.94,9.98,12.54,1.3
1619254800,2,240.33,4.69,16.62,70.81,9.06,12.47,14.86,2.12
1619258400,2,223.64,2.38,8.91,92.98,5.66,10.49,12.23,2.31
1619262000,2,213.62,1.63,6.0,104.43,4.89,9.47,10.94,1.87
1619265600,2,208.62,1.19,4.5,113.01,4.47,7.9,9.21,1.54
1619269200,2,205.28,0.98,3.94,118.73,4.35,6.58,7.82,1.31
1619272800,3,203.61,0.89,3.86,121.59,4.23,5.2,6.38,1.22
1619276400,3,203.61,0.87,4.07,121.59,4.11,4.16,5.3,1.17
1619280000,2,206.95,1.19,6.26,117.3,5.07,4.18,5.38,1.16
1619283600,2,213.62,1.48,9.85,108.72,6.56,4.61,5.93,1.09
1619287200,2,216.96,1.06,13.02,98.71,7.39,3.92,5.31,1.12
1619290800,2,220.3,0.25,15.08,88.69,7.87,3.76,5.25,1.17
1619294400,2,223.64,0.0,14.57,82.97,7.99,3.44,5.25,1.14
1619298000,2,223.64,0.0,14.22,80.82,7.75,3.17,5.33,0.85
1619301600,1,223.64,0.0,13.54,77.96,7.09,2.67,4.43,0.62
1619305200,1,220.3,0.0,11.31,76.53,6.2,2.29,4.39,0.46
