dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1626577200,2,196.93,18.11,35.64,0.01,14.42,12.57,16.12,1.24
1626580800,2,198.6,19.67,36.33,0.01,15.5,13.08,16.56,1.52
1626584400,2,203.61,22.8,37.7,0.2,16.21,13.94,17.31,1.85
1626588000,2,216.96,33.08,33.93,3.04,15.26,15.06,18.28,2.0
1626591600,2,223.64,31.29,28.79,9.03,10.73,14.79,17.95,0.85
1626595200,2,226.97,33.98,27.08,13.05,9.54,14.8,17.81,0.57
1626598800,2,226.97,29.5,30.16,21.99,10.25,14.24,17.02,0.5
1626602400,2,200.27,4.41,18.34,100.14,16.45,12.14,14.33,0.71
1626606000,3,193.6,1.66,10.45,137.33,13.47,12.12,14.01,0.78
1626609600,3,191.93,0.82,6.86,163.08,12.16,12.72,14.42,0.74
1626613200,3,188.59,0.5,4.58,161.65,8.7,11.0,12.29,0.8
1626616800,3,188.59,0.48,4.33,153.07,6.97,9.23,10.19,0.85
1626620400,3,190.26,0.5,4.88,148.77,6.68,8.58,9.4,0.93
1626624000,3,195.27,1.06,9.6,137.33,7.21,8.25,8.98,1.0
1626627600,2,203.61,1.9,16.97,117.3,7.75,8.06,8.73,1.09
1626631200,2,208.62,1.96,21.59,101.57,8.11,7.72,8.35,1.14
1626634800,1,220.3,2.1,34.62,63.66,8.58,7.97,8.63,1.19
1626638400,2,233.65,0.89,50.04,24.68,8.46,8.6,9.34,1.14
1626642000,2,240.33,1.68,54.15,5.72,7.87,8.97,9.8,0.9
1626645600,2,240.33,8.05,52.78,0.38,9.06,9.52,10.42,0.97
1626649200,2,240.33,15.2,50.72,0.01,10.61,10.29,11.27,1.16
1626652800,2,236.99,18.33,48.67,0.0,11.8,10.98,12.05,1.2
1626656400,2,223.64,17.66,42.84,0.01,11.92,11.3,12.45,1.22
1626660000,2,195.27,13.86,31.87,0.02,9.78,11.01,12.23,1.12
1626663600,2,166.89,7.94,20.91,0.47,6.38,10.85,12.06,0.89
1626667200,2,166.89,0.01,13.88,30.4,3.61,11.9,13.15,1.39
1626670800,2,170.23,0.04,13.54,34.33,3.82,14.4,15.78,1.16
1626674400,2,178.58,1.27,16.45,34.33,5.07,16.24,17.7,1.01
1626678000,2,190.26,5.2,20.39,34.69,7.51,17.34,18.86,1.01
1626681600,2,198.6,9.61,22.96,36.12,10.37,18.22,19.81,0.98
1626685200,2,205.28,11.85,24.68,41.13,13.47,18.9,20.55,0.93
1626688800,2,208.62,6.15,21.76,79.39,17.88,17.41,19.05,1.38
1626692400,2,216.96,4.02,21.59,113.01,22.41,19.28,20.94,1.44
1626696000,3,233.65,3.21,23.99,145.91,29.09,23.84,25.57,1.14
1626699600,3,233.65,1.87,18.68,174.52,27.18,24.49,26.13,0.86
1626703200,4,226.97,1.05,12.85,191.69,22.89,23.25,24.73,0.64
1626706800,4,226.97,0.73,10.8,203.13,20.98,23.27,24.66,0.45
1626710400,4,230.31,0.94,15.94,197.41,20.74,23.03,24.35,0.43
1626714000,3,236.99,1.26,25.71,175.95,21.22,23.66,24.95,0.45
1626717600,3,236.99,0.87,28.45,155.93,19.55,24.4,25.73,0.36
1626721200,3,230.31,0.38,26.39,123.02,15.74,20.92,22.51,0.33
1626724800,2,220.3,0.06,27.42,72.96,11.68,12.68,14.51,0.37
1626728400,1,213.62,0.0,26.39,50.07,8.94,7.94,9.73,0.39
1626732000,1,210.29,0.0,22.62,48.64,6.74,8.01,9.75,0.4
1626735600,1,205.28,0.0,18.34,46.49,5.19,9.24,11.09,0.36
1626739200,1,200.27,0.0,14.74,41.49,4.47,9.24,11.22,0.29
1626742800,1,193.6,0.0,11.82,37.19,4.05,8.02,9.96,0.23
1626746400,1,185.25,0.0,10.03,37.19,3.82,7.22,9.11,0.2
1626750000,1,178.58,0.0,8.82,40.41,3.79,7.53,9.53,0.2
1626753600,1,175.24,0.0,8.65,42.92,4.05,8.33,10.53,0.21
1626757200,1,175.24,0.02,9.68,41.84,4.71,8.89,11.22,0.23
1626760800,1,181.91,0.94,13.71,37.55,5.96,9.14,11.52,0.31
1626764400,1,191.93,4.47,17.99,35.76,7.39,9.42,11.79,0.45
1626768000,1,198.6,7.38,19.71,40.41,8.7,9.61,11.98,0.57
1626771600,2,200.27,7.1,19.19,54.36,9.89,10.12,12.5,0.64
1626775200,2,200.27,2.18,10.03,100.14,8.58,10.01,11.77,0.43
1626778800,3,198.6,0.99,6.17,124.45,7.57,11.43,13.1,0.39
1626782400,3,198.6,0.6,4.67,140.19,6.91,13.06,14.77,0.49
1626786000,3,196.93,0.44,3.94,145.91,5.6,13.66,15.23,0.58
1626789600,3,196.93,0.42,4.28,143.05,5.19,13.22,14.57,0.66
1626793200,3,196.93,0.42,4.97,137.33,4.95,12.63,13.79,0.67
1626796800,3,195.27,0.5,6.51,133.04,5.19,12.69,13.77,0.64
1626800400,3,196.93,0.62,8.91,131.61,6.26,14.13,15.17,0.52
1626804000,3,200.27,0.54,11.14,131.61,7.99,16.21,17.26,0.38
1626807600,2,223.64,1.16,34.62,76.53,9.06,18.83,19.99,0.59
1626811200,3,250.34,1.01,58.26,19.67,8.82,21.48,22.84,0.6
1626814800,3,267.03,6.09,61.01,1.48,8.46,23.67,25.2,0.53
1626818400,3,267.03,13.08,52.78,0.17,7.51,24.65,26.28,0.5
1626822000,3,250.34,14.53,42.16,0.11,5.13,24.28,25.88,0.28
1626825600,3,226.97,9.61,33.93,0.51,3.73,23.84,25.31,0.15
1626829200,3,208.62,2.12,28.1,2.64,3.64,23.28,24.64,0.13
1626832800,3,200.27,2.18,22.96,1.65,4.47,22.65,24.0,0.2
1626836400,3,195.27,3.8,20.56,0.58,6.62,21.86,23.26,0.34
1626840000,3,195.27,7.15,19.88,0.12,9.66,21.08,22.57,0.51
1626843600,3,195.27,13.19,16.79,0.08,9.89,20.93,22.51,0.5
1626847200,3,210.29,27.94,15.08,1.14,8.11,21.83,23.48,0.4
1626850800,3,223.64,13.19,29.82,18.06,12.16,21.14,22.71,0.33
1626854400,3,243.66,26.15,31.87,16.81,13.95,22.33,24.01,0.46
1626858000,3,267.03,35.32,38.73,18.77,19.07,24.39,26.23,0.45
1626861600,4,250.34,5.76,32.9,110.15,32.9,26.26,28.0,0.0
1626865200,4,247.0,3.13,24.68,140.19,28.13,26.86,28.51,0.0
1626868800,4,243.66,2.24,20.74,154.5,25.03,26.76,28.42,0.0
1626872400,4,233.65,1.33,15.94,165.94,20.27,25.37,27.0,0.0
1626876000,3,226.97,0.76,13.02,171.66,16.45,23.38,24.97,0.0
1626879600,3,226.97,0.48,12.68,174.52,15.26,23.14,24.72,0.01
1626883200,3,226.97,0.48,14.4,173.09,15.5,23.28,24.84,0.05
1626886800,3,233.65,0.66,17.48,171.66,16.45,23.31,24.86,0.2
1626890400,3,236.99,0.64,20.05,165.94,17.17,22.72,24.33,0.49
1626894000,3,247.0,0.42,27.08,141.62,16.93,22.07,23.89,0.93
1626897600,3,260.35,0.06,32.9,104.43,14.78,20.77,22.94,1.19
1626901200,2,267.03,0.0,32.56,78.68,12.28,19.89,22.4,0.97
1626904800,3,267.03,0.0,30.16,68.67,10.13,20.47,23.29,0.67
1626908400,2,257.02,0.0,27.08,62.23,7.75,18.67,21.69,0.44
1626912000,2,240.33,0.0,22.62,56.51,6.2,15.12,18.14,0.28
1626915600,2,226.97,0.0,18.51,52.93,5.36,12.5,15.45,0.19
1626919200,2,220.3,0.0,15.25,51.5,5.07,11.38,14.31,0.16
1626922800,2,220.3,0.0,12.85,51.5,5.07,11.65,14.6,0.14
1626926400,2,220.3,0.0,12.0,50.78,5.36,12.92,15.9,0.14
1626930000,2,223.64,0.02,13.02,47.21,6.02,14.69,17.73,0.16
1626933600,2,230.31,1.1,18.34,42.2,7.27,16.7,19.83,0.28
1626937200,2,243.66,4.08,23.99,52.21,10.49,17.69,20.93,0.53
1626940800,2,253.68,7.49,27.76,57.94,13.35,18.75,22.09,0.61
1626944400,2,260.35,9.28,29.82,65.8,16.93,19.5,22.92,0.67
1626948000,3,233.65,2.93,14.74,120.16,12.52,12.43,14.67,0.92
1626951600,3,226.97,1.45,8.91,145.91,10.49,11.9,13.67,0.89
1626955200,3,226.97,0.92,6.34,161.65,10.13,12.3,13.95,0.78
1626958800,3,223.64,0.71,5.27,158.79,9.3,11.09,12.49,0.58
1626962400,3,223.64,0.66,5.44,148.77,8.94,9.41,10.58,0.43
1626966000,3,220.3,0.64,6.34,143.05,8.94,8.62,9.76,0.36
1626969600,3,216.96,0.8,8.48,137.33,9.42,8.19,9.4,0.35
1626973200,3,216.96,1.01,10.8,128.75,9.54,7.82,9.25,0.35
1626976800,2,213.62,0.89,11.65,114.44,8.23,6.82,8.48,0.32
1626980400,2,216.96,0.7,16.97,87.98,8.58,5.59,7.55,0.39
1626984000,1,216.96,0.12,22.28,65.09,9.3,4.71,7.17,0.46
1626987600,1,220.3,0.0,21.42,57.94,8.82,4.04,6.6,0.43
1626991200,1,226.97,0.0,19.19,57.22,7.75,3.5,5.87,0.35
1626994800,1,226.97,0.0,16.79,58.65,7.03,3.2,5.46,0.25
1626998400,1,223.64,0.0,14.74,59.37,6.86,3.18,5.56,0.15
1627002000,1,216.96,0.0,12.85,59.37,6.8,3.38,5.99,0.08
1627005600,1,210.29,0.0,11.31,57.22,6.86,3.67,6.57,0.05
1627009200,1,205.28,0.0,10.63,53.64,7.27,3.88,6.92,0.03
1627012800,1,203.61,0.0,11.14,47.92,8.58,3.92,6.87,0.02
1627016400,1,206.95,0.01,12.68,43.63,10.13,3.88,6.63,0.04
1627020000,1,213.62,0.73,15.94,40.41,11.44,4.04,6.66,0.09
1627023600,1,216.96,2.35,17.65,44.35,12.04,4.14,6.97,0.15
1627027200,1,216.96,4.08,17.82,45.78,12.64,4.31,7.52,0.2
1627030800,1,213.62,4.36,16.11,53.64,12.99,4.25,7.93,0.2
1627034400,1,206.95,2.38,10.11,75.82,8.7,3.39,6.66,0.14
1627038000,2,206.95,1.51,6.51,90.84,6.86,2.96,5.51,0.16
1627041600,2,208.62,1.19,4.97,98.71,6.2,3.24,5.74,0.15
1627045200,2,205.28,0.99,4.46,103.0,5.96,3.83,6.87,0.11
1627048800,2,201.94,0.94,4.5,104.43,5.84,3.95,7.14,0.11
1627052400,2,200.27,0.95,4.84,98.71,5.48,3.17,5.47,0.14
1627056000,2,203.61,1.12,6.34,92.98,5.54,2.48,4.11,0.18
1627059600,2,206.95,1.22,7.88,87.98,5.66,2.15,3.57,0.22
1627063200,2,205.28,0.98,8.57,82.25,5.6,1.94,3.29,0.23
1627066800,1,203.61,0.39,9.08,77.25,5.6,1.86,3.23,0.21
1627070400,1,203.61,0.03,9.17,73.67,5.72,2.08,3.6,0.2
1627074000,1,205.28,0.0,9.0,72.96,5.84,2.53,4.34,0.21
1627077600,1,206.95,0.0,9.17,72.96,5.78,3.07,5.3,0.23
1627081200,1,206.95,0.0,8.82,72.24,5.72,3.59,6.16,0.22
1627084800,1,203.61,0.0,7.37,71.53,5.13,4.15,7.08,0.18
1627088400,1,196.93,0.0,6.43,68.67,4.83,4.08,7.4,0.2
1627092000,1,190.26,0.0,6.0,65.8,4.59,3.17,6.55,0.28
1627095600,1,190.26,0.0,5.66,63.66,4.35,2.6,5.9,0.36
1627099200,1,193.6,0.0,5.66,63.66,4.41,2.49,5.54,0.48
1627102800,1,196.93,0.0,6.0,63.66,4.77,2.59,5.09,0.63
1627106400,1,203.61,0.03,7.97,61.51,5.36,2.96,5.25,0.67
1627110000,1,208.62,0.05,10.97,57.94,5.84,3.55,5.98,0.75
1627113600,1,213.62,0.09,12.85,56.51,6.14,4.28,6.46,0.81
1627117200,1,220.3,0.09,12.34,61.51,5.96,5.47,7.16,0.8
1627120800,1,233.65,0.19,9.51,77.25,4.71,5.97,7.02,0.72
1627124400,2,236.99,0.25,7.8,86.55,4.29,6.54,7.25,0.74
1627128000,2,240.33,0.31,6.94,90.12,4.23,7.37,7.95,0.84
1627131600,2,243.66,0.3,6.51,92.98,4.35,7.93,8.44,0.85
1627135200,2,240.33,0.22,6.77,90.84,4.53,7.63,8.08,0.77
1627138800,2,233.65,0.13,7.45,87.26,4.59,6.7,7.1,0.67
1627142400,2,230.31,0.11,8.91,83.69,4.89,5.86,6.24,0.61
1627146000,1,223.64,0.16,10.45,79.39,5.25,5.42,5.78,0.6
1627149600,1,220.3,0.15,11.14,75.82,5.42,5.17,5.56,0.63
1627153200,1,223.64,0.19,19.19,55.79,6.2,5.83,6.4,0.63
1627156800,1,236.99,0.08,30.16,30.76,6.91,7.5,8.37,0.46
1627160400,1,243.66,0.22,35.99,15.56,7.09,9.61,10.84,0.29
1627164000,2,250.34,1.57,37.7,5.63,5.96,11.9,13.48,0.23
1627167600,2,247.0,3.8,33.93,1.3,4.53,13.73,15.64,0.18
1627171200,2,240.33,3.91,28.79,1.0,4.17,14.83,16.93,0.16
1627174800,2,230.31,2.71,24.33,1.5,3.99,15.48,17.79,0.12
1627178400,2,223.64,1.26,20.39,3.49,3.4,15.72,18.3,0.06
1627182000,2,220.3,0.31,16.97,10.1,3.64,15.23,18.22,0.06
1627185600,2,223.64,0.0,13.02,36.84,6.8,13.76,17.98,0.27
1627189200,2,226.97,0.0,11.82,50.78,7.99,13.48,17.86,0.42
1627192800,2,236.99,0.02,14.91,56.51,9.89,14.14,18.63,0.55
1627196400,2,247.0,0.05,19.36,64.37,12.4,14.27,18.32,0.81
1627200000,2,250.34,0.13,24.33,58.65,13.23,13.05,16.66,0.84
1627203600,2,250.34,0.24,24.68,55.08,12.88,11.5,14.61,0.93
1627207200,1,240.33,0.48,17.14,69.38,9.78,8.85,10.79,0.92
1627210800,1,233.65,0.62,13.37,75.82,8.7,6.69,7.94,0.84
1627214400,2,230.31,0.64,11.82,80.11,8.11,5.52,6.53,0.9
1627218000,2,226.97,0.58,10.37,83.69,7.27,5.09,5.92,0.92
1627221600,2,223.64,0.62,9.85,85.12,6.97,5.37,6.11,0.86
1627225200,2,223.64,0.69,9.94,84.4,6.86,5.74,6.37,0.76
1627228800,1,220.3,0.73,12.17,79.39,7.39,5.96,6.45,0.63
1627232400,1,220.3,0.61,15.94,72.24,8.23,6.03,6.41,0.52
1627236000,1,216.96,0.3,17.82,65.8,8.35,5.86,6.16,0.42
1627239600,1,216.96,0.12,18.85,59.37,9.06,5.95,6.23,0.36
1627243200,1,220.3,0.02,18.85,55.08,9.66,6.66,6.96,0.33
1627246800,1,230.31,0.0,17.65,54.36,9.3,7.68,8.04,0.32
1627250400,1,236.99,0.0,17.48,52.21,8.82,8.54,8.97,0.33
1627254000,1,236.99,0.0,17.48,47.21,8.35,8.82,9.31,0.28
1627257600,1,230.31,0.0,16.28,41.84,7.99,8.65,9.29,0.25
1627261200,1,220.3,0.0,14.57,36.84,7.75,8.42,9.43,0.22
1627264800,1,213.62,0.0,13.37,32.9,7.51,8.25,9.81,0.18
1627268400,1,210.29,0.01,13.02,30.04,7.57,7.89,9.91,0.15
1627272000,1,210.29,0.01,13.37,27.54,7.87,7.35,9.82,0.12
1627275600,1,211.95,0.03,14.91,25.39,9.18,6.99,9.99,0.13
1627279200,1,220.3,0.23,20.22,22.89,12.28,6.99,10.48,0.22
1627282800,1,226.97,0.4,26.05,26.11,16.21,6.99,10.39,0.35
1627286400,1,233.65,0.98,31.53,25.75,17.64,7.08,10.18,0.38
1627290000,1,236.99,1.7,33.59,27.54,18.6,7.43,10.39,0.42
1627293600,1,226.97,1.55,22.28,57.94,12.64,6.56,8.64,0.73
1627297200,1,223.64,1.62,14.91,76.53,9.3,5.56,7.0,0.86
1627300800,2,220.3,1.61,11.31,85.83,7.75,5.11,6.35,0.91
1627304400,2,216.96,1.24,8.57,94.41,6.26,5.2,6.37,0.97
1627308000,2,216.96,0.82,7.11,101.57,5.42,5.7,6.78,0.93
